"";"GSM109131";"GSM109132";"GSM109133";"GSM109134";"GSM109135";"GSM109136";"GSM109137";"GSM109138";"Sequence.Source";"Target.Description";"Representative.Public.ID";"Gene.Title";"Gene.Symbol";"ENTREZ_GENE_ID";"RefSeq.Transcript.ID";"Gene.Ontology.Biological.Process";"Gene.Ontology.Cellular.Component";"Gene.Ontology.Molecular.Function";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"201966_at";504,7;492,1;466,6;473,1;511,2;451,5;523,1;499,5;NA;NA;NA;NA;NA;4720;NA;NA;NA;NA;22,3499999999999;490,225;1,35681398067861;0,214983922285956;0,288759541566191;-4,57865569950425
"201968_s_at";108;204,4;101,1;266,4;111,5;249,5;127,6;235,3;NA;NA;NA;NA;NA;5236;NA;NA;NA;NA;-126,85;175,475;-8,50743645207021;4,5943505339957e-05;0,00066957506560103;-4,42571907228859
"201970_s_at";196,1;124,6;130,9;91;168,4;99,1;180;119,2;NA;NA;NA;NA;NA;4678;NA;NA;NA;NA;60,375;138,6625;3,71015874919384;0,00690558364084435;0,0181856858896394;-4,48171678953623
"201971_s_at";143,9;142;170;153,3;108,9;153,9;114,4;102,5;NA;NA;NA;NA;NA;523;NA;NA;NA;NA;-3,625;136,1125;-0,196819257562551;0,849294334526814;0,880362212385578;-4,61980370243013
"201972_at";451,2;526,6;643,3;678,6;639,8;562,2;799,7;601,3;NA;NA;NA;NA;NA;523;NA;NA;NA;NA;41,3249999999997;612,8375;0,580628959166453;0,578828496152342;0,65336419849721;-4,61169183287401
"201973_s_at";555;524,9;599,3;606;515,1;506,2;613,5;631,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,50000000000011;568,975;0,100091784996991;0,922943672278921;0,939783060866955;-4,62061823112952
"201975_at";177,2;159;144,6;185;136,2;111,1;141,2;103,3;NA;NA;NA;NA;NA;6249;NA;NA;NA;NA;10,2;144,7;0,488163347120881;0,639642405932362;0,706839220562741;-4,61430961528465
"201976_s_at";464,2;882,5;495,3;916,8;459,4;923,2;479,7;964,3;NA;NA;NA;NA;NA;4651;NA;NA;NA;NA;-447,05;698,175;-24,2715870434527;2,70318505680746e-08;1,15488383119297e-05;-4,40807909459527
"201978_s_at";73;17,1;67,9;66,7;25,5;19;32,2;28,1;NA;NA;NA;NA;NA;9812;NA;NA;NA;NA;16,925;41,1875;1,00238578373497;0,347968193978076;0,431965880499381;-4,59559126039314
"201979_s_at";113,5;78,5;113,3;76,6;97,4;111,4;91,5;105,1;NA;NA;NA;NA;NA;5536;NA;NA;NA;NA;11,025;98,4125;0,90949868817169;0,391896787455263;0,474927941856106;-4,5996233710952
"201980_s_at";243,7;188,5;252,8;186,1;268,5;189,4;225,6;162,5;NA;NA;NA;NA;NA;6251;NA;NA;NA;NA;66,0249999999999;214,6375;5,30638233913502;0,000948813119443433;0,00457837364499464;-4,45093967161645
"201983_s_at";37,1;114,5;43,7;132,1;38,9;105,6;33;124,5;NA;NA;NA;NA;NA;1956;NA;NA;NA;NA;-81;78,675;-8,67650633080995;4,02186688145525e-05;0,000612632057688573;-4,42500469002931
"201984_s_at";42,6;115,7;62,3;119,6;59,7;132,1;44,8;132,6;NA;NA;NA;NA;NA;1956;NA;NA;NA;NA;-72,65;88,675;-7,58262994037425;9,91513166143615e-05;0,00107766421228212;-4,43037835142007
"201987_at";231,5;88;247;123,9;241,3;73,9;234,1;85,5;NA;NA;NA;NA;NA;9969;NA;NA;NA;NA;145,65;165,65;11,4748830787979;5,8410331767969e-06;0,000195872701699135;-4,41704414812637
"201989_s_at";227,2;190,9;155,6;140,2;168,8;114,7;157,7;123;NA;NA;NA;NA;NA;1389;NA;NA;NA;NA;35,125;159,7625;1,53176603632751;0,167362821365979;0,232674120116807;-4,56980760243739
"201991_s_at";604,4;657,2;638,1;619,8;618,1;518;515,7;478,3;NA;NA;NA;NA;NA;3799;NA;NA;NA;NA;25,7499999999998;581,2;0,563181914036249;0,590049163696882;0,663521574240228;-4,6122151442051
"201992_s_at";201,5;227,6;198,6;262,8;227,8;250,9;198,8;405,7;NA;NA;NA;NA;NA;3799;NA;NA;NA;NA;-80,075;246,7125;-2,1236019633307;0,0694247276209907;0,111247818005477;-4,54031161748459
"201993_x_at";448,4;534,5;495,5;608,4;432;598,1;481,4;476,5;NA;NA;NA;NA;NA;9987;NA;NA;NA;NA;-90,05;509,35;-2,85204692765488;0,0233448406520699;0,0455737240708598;-4,5091288760575
"201994_at";1615,5;1563,2;1965,9;1874,3;1855;1736,1;1776,1;1693,4;NA;NA;NA;NA;NA;9643;NA;NA;NA;NA;86,375;1759,9375;0,976109418909352;0,359995770010455;0,444325961783929;-4,59675418809763
"201995_at";312,7;538,8;325,8;518,2;285,8;443,1;414;588,3;NA;NA;NA;NA;NA;2131;NA;NA;NA;NA;-187,525;428,3375;-4,96685275777984;0,00140319651114574;0,00602293510145046;-4,45587450990889
"201996_s_at";68,2;121,6;69,3;127,2;61,1;93,5;68,1;122;NA;NA;NA;NA;NA;23013;NA;NA;NA;NA;-49,4;91,375;-4,79295293603014;0,0017253610520129;0,00700486497286523;-4,45868359038417
"201997_s_at";179;297;206,8;347,3;201,2;283,9;228,5;320,6;NA;NA;NA;NA;NA;23013;NA;NA;NA;NA;-108,325;258,0375;-6,26712494979279;0,000340338070678119;0,00235396966942251;-4,44011533695626
"201998_at";200,1;1344,7;130,8;1253,1;186,7;1424,4;237,1;1404,2;NA;NA;NA;NA;NA;6480;NA;NA;NA;NA;-1167,925;772,6375;-28,7051969673738;7,9550210272556e-09;7,47869316445211e-06;-4,40730835949666
"201999_s_at";700,9;602,5;755,7;548,9;800,8;519,1;744,5;535,5;NA;NA;NA;NA;NA;6993;NA;NA;NA;NA;198,975;650,9875;7,71576658978326;8,8354417082193e-05;0,000997581519234633;-4,42961850287785
"202001_s_at";398,6;363,5;374,5;353;385;349;305,6;263,3;NA;NA;NA;NA;NA;4700;NA;NA;NA;NA;33,725;349,0625;1,16158078531841;0,281687546429349;0,362151072423288;-4,58822850738356
"202004_x_at";353,7;386,7;371,3;329,2;424,3;314,6;324,9;334;NA;NA;NA;NA;NA;6391;NA;NA;NA;NA;27,425;354,8375;1,10681994057068;0,303230562147295;0,385475518921052;-4,59081677841978
"202006_at";314,4;367,5;284,6;321,3;294,5;298,2;234,5;281,3;NA;NA;NA;NA;NA;5782;NA;NA;NA;NA;-35,0749999999999;299,5375;-1,46065545243435;0,185442517418131;0,254559501171602;-4,57342070928158
"202010_s_at";173;207,8;150,1;203,2;174,9;243,8;215,1;264,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-51,625;204,0875;-2,64113613879538;0,0319037417495221;0,0584603700682435;-4,51740457714508
"202011_at";550,9;609,5;445,4;521,2;572,4;520,5;564,2;433,8;NA;NA;NA;NA;NA;7082;NA;NA;NA;NA;11,9749999999999;527,2375;0,280761545186055;0,786622689677803;0,828542085808936;-4,61867696478605
"202012_s_at";236;270,3;152;194,6;234,1;330,7;316,2;312,9;NA;NA;NA;NA;NA;2132;NA;NA;NA;NA;-42,55;255,85;-1,02608002738556;0,337390510998394;0,420338021104774;-4,59452862880301
"202014_at";123,3;437;131,7;379;114,7;444,3;118,1;404,9;NA;NA;NA;NA;NA;23645;NA;NA;NA;NA;-294,35;269,125;-18,5150507840145;1,92578855985232e-07;2,8824551416373e-05;-4,40999731930386
"202016_at";256,2;192,1;208,6;147,4;246,9;153,6;277,3;222,9;NA;NA;NA;NA;NA;4232;NA;NA;NA;NA;68,25;213,125;3,12039627846539;0,0157909878317373;0,0335412695244991;-4,49950913896238
"202020_s_at";181,5;83,7;173;76,5;206,6;72,8;101,5;78;NA;NA;NA;NA;NA;10314;NA;NA;NA;NA;87,9;121,7;4,03622656569918;0,0044652942091953;0,013326299859146;-4,47362738222664
"202021_x_at";1581,8;2340,9;1887,5;2790,5;1613,7;2611,8;1926,1;2881,6;NA;NA;NA;NA;NA;10209;NA;NA;NA;NA;-903,925;2204,2375;-6,70143778276416;0,000222005347318694;0,0017786388165263;-4,43638302250792
"202023_at";111,2;430,1;95,1;443,8;114,7;364,1;76,3;431,3;NA;NA;NA;NA;NA;1942;NA;NA;NA;NA;-318;258,325;-16,2456681466035;4,93876191555627e-07;4,89819351410706e-05;-4,41134760226929
"202025_x_at";101,8;71,9;107,8;93,8;116;71;104,2;112,2;NA;NA;NA;NA;NA;30;NA;NA;NA;NA;20,225;97,3375;1,69202653484778;0,132378447778268;0,190326145213695;-4,56164968426427
"202026_at";222,3;165,2;246,1;93,2;180,2;114,6;193;162,1;NA;NA;NA;NA;NA;6392;NA;NA;NA;NA;76,625;172,0875;3,45097856020032;0,00987437655186106;0,0237104571418229;-4,48899931407768
"202028_s_at";351,9;360,7;446,7;557,8;384,4;359;793,6;507,5;NA;NA;NA;NA;NA;6169;NA;NA;NA;NA;47,9;470,2;0,465068393181612;0,655330122141947;0,72015547092174;-4,61490183267517
"202029_x_at";2595,1;2942,1;3039,6;3294,3;2779,1;3197;3097,1;3738,7;NA;NA;NA;NA;NA;6169;NA;NA;NA;NA;-415,3;3085,375;-2,26299103619816;0,0562675976847484;0,0938094698464005;-4,533800464952
"202033_s_at";164,1;298,2;150,2;271;162,1;216,5;113,4;232,9;NA;NA;NA;NA;NA;9821;NA;NA;NA;NA;-107,2;201,05;-5,07279605803847;0,00123978602888542;0,00554114000224091;-4,4542601035554
"202038_at";324,2;246,6;330;216,8;316,5;229,3;274,9;189,7;NA;NA;NA;NA;NA;9354;NA;NA;NA;NA;90,8;266;5,24509561373295;0,00101705627073576;0,00481152515133427;-4,45178042301161
"202041_s_at";345,3;276,7;310,7;262,2;325,4;323,9;378,5;378,6;NA;NA;NA;NA;NA;9158;NA;NA;NA;NA;29,6250000000001;325,1625;1,05094264488121;0,326562660797848;0,409604565960083;-4,5934000596998
"202042_at";207,9;232,2;210,1;193,8;262,9;293,5;261,2;258,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-9,02499999999995;240,0375;-0,365701761863534;0,724873342052774;0,778111044020315;-4,617152739269
"202043_s_at";369,8;414,3;368,1;408,9;385,6;405,3;321,2;346,9;NA;NA;NA;NA;NA;6611;NA;NA;NA;NA;-32,6750000000002;377,5125;-1,60256218443631;0,150970992499802;0,213356970062061;-4,56620174031216
"202047_s_at";206,3;73;165,7;50,6;206,2;68,2;207,1;96,2;NA;NA;NA;NA;NA;23466;NA;NA;NA;NA;124,325;134,1625;8,52262582920369;4,53933748723416e-05;0,000666970381060808;-4,42565336704707
"202048_s_at";96,1;14,9;79;13,5;100,4;9,6;157,8;18,3;NA;NA;NA;NA;NA;23466;NA;NA;NA;NA;94,25;61,2;5,46307170169825;0,000796269278509854;0,00408731938340456;-4,44888267650669
"202052_s_at";849,1;1175,6;1012,8;1019,6;875,1;1061,6;842,5;1009,9;NA;NA;NA;NA;NA;26064;NA;NA;NA;NA;-171,8;980,775;-3,41343317903694;0,0104075627477211;0,0245554815211737;-4,49012186725495
"202053_s_at";129,8;125,1;130,1;90,4;159,1;110,3;97,1;156;NA;NA;NA;NA;NA;224;NA;NA;NA;NA;8,57500000000003;124,7375;0,463450889846;0,656435927963368;0,720807659926561;-4,6149423569295
"202054_s_at";63;20;18,3;6,4;44,6;12,4;54,8;8,2;NA;NA;NA;NA;NA;224;NA;NA;NA;NA;33,425;28,4625;2,82203248042364;0,0243999052399032;0,0471199839020939;-4,51026788188564
"202056_at";105,1;61,5;102,8;62,9;95;51;126,8;66;NA;NA;NA;NA;NA;3836;NA;NA;NA;NA;47,075;83,8875;4,65391956481273;0,00204175899944223;0,00785857899023017;-4,46108148690993
"202058_s_at";130,2;174;83;95,1;115,1;146,3;101,3;107,9;NA;NA;NA;NA;NA;3836;NA;NA;NA;NA;-23,425;119,1125;-1,16616557426799;0,279942259441183;0,360469590849568;-4,5880095044623
"202059_s_at";241,5;233,1;181,9;151,5;226,3;238,6;280,8;340,4;NA;NA;NA;NA;NA;3836;NA;NA;NA;NA;-8,27499999999992;236,7625;-0,20582116539409;0,842508608936356;0,874668311613038;-4,61970134296873
"202060_at";244,5;150,4;203,9;151;216,3;161,9;194,1;108,8;NA;NA;NA;NA;NA;9646;NA;NA;NA;NA;71,675;178,8625;4,40365592756722;0,00278437737973334;0,00968264245325224;-4,46576975494447
"202067_s_at";35,4;4,1;78,8;5,6;48,4;8,1;74,9;3,6;NA;NA;NA;NA;NA;3949;NA;NA;NA;NA;54,025;32,3625;4,4720861286536;0,00255559158283599;0,00915981051327521;-4,4644379095236
"202068_s_at";309,1;87,6;401,5;84,8;322,6;88,6;335,6;77,5;NA;NA;NA;NA;NA;3949;NA;NA;NA;NA;257,575;213,4125;12,8248081031652;2,6677704679021e-06;0,000128841714597637;-4,41481439187432
"202069_s_at";112,7;111,9;115,9;74,6;93;82,9;85,8;76,6;NA;NA;NA;NA;NA;3419;NA;NA;NA;NA;15,35;94,175;1,20943698794083;0,263906643226436;0,343344459236267;-4,58592660787018
"202071_at";161,7;605,8;156,8;838,4;179,6;687,4;195,8;791,2;NA;NA;NA;NA;NA;6385;NA;NA;NA;NA;-557,225;452,0875;-11,5084000363909;5,7227788481238e-06;0,000194548674254498;-4,41697980424683
"202074_s_at";171,4;395,9;169,9;454,2;186,3;596,9;256,5;608,3;NA;NA;NA;NA;NA;10133;NA;NA;NA;NA;-317,8;354,925;-6,16215959243124;0,000378576794148228;0,00254553936404268;-4,44111159022044
"202075_s_at";106,4;193,7;143,7;215,2;103;186;160,1;184,2;NA;NA;NA;NA;NA;5360;NA;NA;NA;NA;-66,475;161,5375;-4,13862505411457;0,00390664639017177;0,0121652356615773;-4,47131175375335
"202076_at";516;689;603,1;758,6;522,9;636,8;657,9;733,7;NA;NA;NA;NA;NA;329;NA;NA;NA;NA;-129,55;639,75;-3,25741672276653;0,0129760935348978;0,0290718933008561;-4,49497907164371
"202077_at";822,9;821,7;1060,8;991,3;941,6;982,9;1084,6;939,9;NA;NA;NA;NA;NA;4706;NA;NA;NA;NA;43,5250000000002;955,7125;0,666671736863295;0,525323527606763;0,60331821181306;-4,60892234381252
"202078_at";200,6;151,8;156,9;130,4;175,7;139,7;174,9;148;NA;NA;NA;NA;NA;8533;NA;NA;NA;NA;34,55;159,75;2,92028519557297;0,0211199222638413;0,0420978975816765;-4,50658691997172
"202080_s_at";181,9;145,6;252,2;139,5;217,5;121,4;189,3;131,3;NA;NA;NA;NA;NA;22906;NA;NA;NA;NA;75,775;172,3375;4,48201201278804;0,00252415053052514;0,00909266395365933;-4,46424792721263
"202081_at";1087,2;593,1;1131,4;549,7;1223,8;580,6;1170,4;497,2;NA;NA;NA;NA;NA;9592;NA;NA;NA;NA;598,05;854,175;17,9119015028589;2,44576502064355e-07;3,23423307729864e-05;-4,41030821659327
"202082_s_at";501,9;503,2;480,4;424,6;587;473;374;489,5;NA;NA;NA;NA;NA;6397;NA;NA;NA;NA;13,2500000000001;479,2;0,307235901479866;0,767175791196353;0,812992624366446;-4,61824263223506
"202083_s_at";184,7;248,5;118,2;176,9;148,2;218;170,6;169,3;NA;NA;NA;NA;NA;6397;NA;NA;NA;NA;-47,75;179,3;-2,12113979662106;0,0696828011956947;0,11150051219847;-4,54042865457085
"202084_s_at";1031,3;696,1;1109,9;748,4;1039,4;702,8;1123,9;657;NA;NA;NA;NA;NA;6397;NA;NA;NA;NA;375,049999999999;888,6;13,2389110024344;2,1298234314209e-06;0,000116700147931135;-4,41425568370649
"202085_at";499,4;602;492,9;556,6;453,4;448,1;484,1;527,1;NA;NA;NA;NA;NA;9414;NA;NA;NA;NA;-50,9999999999999;507,95;-1,61796364153557;0,147606559995811;0,209722904634622;-4,56541724449882
"202090_s_at";641,6;556,7;674,4;640,4;687,1;565,8;634,5;556;NA;NA;NA;NA;NA;10975;NA;NA;NA;NA;79,6750000000001;619,5625;3,47912565277562;0,00949386435195611;0,0230357896945235;-4,48816927286098
"202095_s_at";128,6;128,5;64,9;79,2;87,5;140,4;165,5;119,1;NA;NA;NA;NA;NA;332;NA;NA;NA;NA;-5,17500000000003;114,2125;-0,210564152192501;0,838938967889733;0,871906255175819;-4,61964561117298
"202096_s_at";681,4;709,2;720,2;607,1;657,3;710,9;781,7;696,6;NA;NA;NA;NA;NA;706;NA;NA;NA;NA;29,1999999999997;695,55;0,857816248607183;0,418049986422224;0,501371113061765;-4,60176450450878
"202098_s_at";161,8;179,5;157,4;204,9;166,7;233,2;167;213,9;NA;NA;NA;NA;NA;3275;NA;NA;NA;NA;-44,65;185,55;-3,51419344480122;0,00904164175112514;0,0221611995965353;-4,48714879805667
"202100_at";329,8;366,1;234,8;305,5;447,6;346,8;330,8;356,9;NA;NA;NA;NA;NA;5899;NA;NA;NA;NA;-8,07499999999987;339,7875;-0,193147723746623;0,852065909836769;0,882740918342365;-4,61984416381664
"202101_s_at";151,9;178,3;107,8;131,8;161,9;158,2;115,3;134,1;NA;NA;NA;NA;NA;5899;NA;NA;NA;NA;-16,375;142,4125;-0,94628474786523;0,374028377283243;0,458172388052742;-4,59805332830743
"202102_s_at";228,2;292,7;244,6;291,3;230,8;330,8;291,5;260,1;NA;NA;NA;NA;NA;23476;NA;NA;NA;NA;-44,9499999999999;271,25;-2,24070179037815;0,05819019854183;0,0960726405176349;-4,5348259831144
"202104_s_at";90,8;128,4;98,8;138,4;97,5;191,2;130,9;150;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-47,5;128,25;-2,85623360635111;0,023201506283307;0,0453334138871493;-4,50897101567284
"202105_at";163,7;189,8;143,2;261,8;155,4;242;167,6;230,3;NA;NA;NA;NA;NA;3476;NA;NA;NA;NA;-73,5;194,225;-4,49296545884191;0,00248994546548427;0,00902097659184582;-4,46403920638131
"202106_at";155,2;85,5;144,6;129;175,1;89,4;186,4;103,8;NA;NA;NA;NA;NA;2802;NA;NA;NA;NA;63,4;133,625;4,39918117579504;0,00280010017334293;0,00971377661633145;-4,46585820719002
"202107_s_at";225,6;119,1;229,8;86,7;211,3;72,6;295,1;137,1;NA;NA;NA;NA;NA;4171;NA;NA;NA;NA;136,575;172,1625;6,01002539290307;0,000442776626516068;0,00282016213723652;-4,44262786601426
"202108_at";207,3;254;245,5;219,5;222,4;227,7;256,5;210,1;NA;NA;NA;NA;NA;5184;NA;NA;NA;NA;5,10000000000005;230,375;0,33694585970121;0,745563053721735;0,795859542642805;-4,61771106194632
"202109_at";176,8;151,3;170,2;134,1;179,4;165,4;193,8;139,7;NA;NA;NA;NA;NA;23647;NA;NA;NA;NA;32,4250000000001;163,8375;3,02203168665744;0,018206866512969;0,03750776580602;-4,50291862878818
"202110_at";542,6;339;519,5;427,4;479,4;285,6;473;328,6;NA;NA;NA;NA;NA;1349;NA;NA;NA;NA;158,475;424,3875;5,00781543980068;0,00133735445608028;0,00584855641659047;-4,45524189520528
"202112_at";1818,8;2080,7;1797;2030,4;1718,1;2413;2369,4;2693,6;NA;NA;NA;NA;NA;7450;NA;NA;NA;NA;-378,6;2115,125;-1,94598801558205;0,0906871000902218;0,13886852878442;-4,54891452732967
"202115_s_at";134,9;85;111,8;80,9;121;93,3;118,5;109,8;NA;NA;NA;NA;NA;26155;NA;NA;NA;NA;29,3;106,9;2,8141130087171;0,0246865139562984;0,0476103829469123;-4,5105705527028
"202117_at";375,3;303;356,9;300,6;391,4;287,4;385,5;308,8;NA;NA;NA;NA;NA;392;NA;NA;NA;NA;77,3250000000002;338,6125;7,08345928549357;0,000155048045557066;0,00140180862317562;-4,43355221644037
"202118_s_at";224,9;203,2;168,7;144,5;192,3;146,2;98,3;105;NA;NA;NA;NA;NA;8895;NA;NA;NA;NA;21,325;160,3875;0,6824832311043;0,51583285600751;0,595125816839574;-4,60838068998869
"202121_s_at";173,7;199,2;177,8;212,2;160,6;223,7;200,5;217,1;NA;NA;NA;NA;NA;27243;NA;NA;NA;NA;-34,9;195,6;-3,01513513678233;0,0183902812000853;0,037745610415844;-4,50316269584116
"202122_s_at";169,9;160,2;183,1;135,3;186,9;146,9;213,9;141,3;NA;NA;NA;NA;NA;10226;NA;NA;NA;NA;42,5250000000001;167,1875;3,49102417027578;0,00933776447635885;0,022736494476851;-4,48782133497266
"202123_s_at";284,9;478,2;411,1;676,4;291,6;645,4;340,8;572,4;NA;NA;NA;NA;NA;25;NA;NA;NA;NA;-261;462,6;-5,40594800724495;0,00084848841393638;0,00425700510479011;-4,44961757222136
"202125_s_at";141,9;103,9;129,4;103,5;141,7;99,2;139,7;105,4;NA;NA;NA;NA;NA;66008;NA;NA;NA;NA;35,175;120,5875;4,38026716740499;0,00286763871399864;0,00986183617185663;-4,46623395114842
"202126_at";185,8;72,9;143,1;47,3;185,9;66,3;184;36,9;NA;NA;NA;NA;NA;8899;NA;NA;NA;NA;118,85;115,275;8,34162499770373;5,24622882751286e-05;0,000729755135304071;-4,42645678713367
"202128_at";176,6;101,4;189,7;89,6;165,6;90,2;190,2;114,9;NA;NA;NA;NA;NA;9870;NA;NA;NA;NA;81,5;139,775;7,66847190662204;9,20311733728181e-05;0,00102418858515792;-4,42988458649677
"202129_s_at";106,6;201,8;102,9;216,6;92,1;264,3;75,5;184,6;NA;NA;NA;NA;NA;8780;NA;NA;NA;NA;-122,55;155,55;-6,7005025131142;0,000222204722840927;0,0017786388165263;-4,43639043849093
"202130_at";277,8;574,6;270;743,4;254,2;630,6;362,4;549,1;NA;NA;NA;NA;NA;8780;NA;NA;NA;NA;-333,325;457,7625;-7,35419378671199;0,000121301649561835;0,00121033091434074;-4,43176381632041
"202131_s_at";162,2;181,1;54;104,6;150,6;113,9;92;129;NA;NA;NA;NA;NA;8780;NA;NA;NA;NA;-17,45;123,425;-0,609508743856295;0,560525880320311;0,636377910731605;-4,61079670220033
"202132_at";240,8;203,9;255,4;182,3;211,6;152,6;221,6;128,7;NA;NA;NA;NA;NA;25937;NA;NA;NA;NA;65,475;199,6125;3,4699156912495;0,0096166122670738;0,0232726207108183;-4,48843978965171
"202133_at";825,8;514,7;693,6;455,5;797,7;404,4;735,1;380,9;NA;NA;NA;NA;NA;25937;NA;NA;NA;NA;324,175;600,9625;8,35870721517795;5,17448282507085e-05;0,000727858750117891;-4,4263790164924
"202134_s_at";281;565;238,4;377,4;253,8;580,2;224,4;453,6;NA;NA;NA;NA;NA;25937;NA;NA;NA;NA;-244,65;371,725;-5,39363550290252;0,0008602338695615;0,00428614782830672;-4,44977819826389
"202135_s_at";157,9;179,7;143,9;168,4;146,1;182,5;157,5;185,2;NA;NA;NA;NA;NA;10120;NA;NA;NA;NA;-27,5999999999999;165,15;-3,12303091221095;0,0157311413165027;0,0334625656345675;-4,49941964527923
"202136_at";396,9;496,7;430,4;468,2;412,9;433,9;394,4;640,5;NA;NA;NA;NA;NA;10771;NA;NA;NA;NA;-101,175;459,2375;-2,38904248098983;0,0465392438170451;0,0797338657434721;-4,52812016038242
"202138_x_at";225,3;210,9;298;256,1;265,1;339,2;259,9;338,4;NA;NA;NA;NA;NA;7965;NA;NA;NA;NA;-24,075;274,1125;-0,739789276180884;0,482353621959215;0,56387960773763;-4,60633745000588
"202139_at";132,6;124,8;126,3;89,3;123,6;116,9;137,6;82,7;NA;NA;NA;NA;NA;8574;NA;NA;NA;NA;26,6;116,725;2,17137488048652;0,0646012774243872;0,10451368913925;-4,53805428827476
"202140_s_at";79,8;135,5;71,6;127,8;90,6;146,8;55,5;151,3;NA;NA;NA;NA;NA;1198;NA;NA;NA;NA;-65,975;107,3625;-5,93082477423124;0,000480929917922739;0,00295473978334391;-4,44345293206735
"202141_s_at";431,2;406,8;417,6;388,5;405,3;341,4;454,9;323,9;NA;NA;NA;NA;NA;10920;NA;NA;NA;NA;62,0999999999999;396,2;2,90579033100927;0,0215732017359849;0,0428225741392639;-4,50712135528486
"202142_at";433,6;477,7;385,3;374,4;419,2;304,9;384,8;354,2;NA;NA;NA;NA;NA;10920;NA;NA;NA;NA;27,9250000000001;391,7625;0,78772243361507;0,455475551142185;0,539269070783137;-4,60453669870854
"202143_s_at";192,3;355,1;160,2;191,8;214,9;262;169,2;237,4;NA;NA;NA;NA;NA;10920;NA;NA;NA;NA;-77,4250000000001;222,8625;-2,2896686744742;0,0540502632305271;0,0909406731240071;-4,53258120700149
"202144_s_at";258,4;279,5;352,5;403,6;370,6;379,9;340,1;415,4;NA;NA;NA;NA;NA;158;NA;NA;NA;NA;-39,2000000000001;350;-1,07200717040312;0,317604850357332;0,400721794385421;-4,59243357664744
"202146_at";99,9;196,5;66,2;156,1;100,7;158,6;79,2;116,6;NA;NA;NA;NA;NA;3475;NA;NA;NA;NA;-70,45;121,725;-3,8753083958505;0,00552639521007199;0,0155410627831594;-4,47747840937331
"202147_s_at";65,3;164;61,2;149,3;71,4;185,9;56,4;86,7;NA;NA;NA;NA;NA;3475;NA;NA;NA;NA;-82,9;105,025;-3,98004268301289;0,00480825805322422;0,0140552974882144;-4,47494183893817
"202150_s_at";122,9;174,7;135;170;118,9;182,2;128;153;NA;NA;NA;NA;NA;4739;NA;NA;NA;NA;-43,775;148,0875;-4,4457692695438;0,00264104755663139;0,00934291600607054;-4,4649455197009
"202151_s_at";134,1;46;76,9;47,9;94,2;60,6;105,4;24,9;NA;NA;NA;NA;NA;10422;NA;NA;NA;NA;57,8;73,75;3,91396740952901;0,00524861745310692;0,0149721732586317;-4,47652882599426
"202152_x_at";94,4;73,2;73,4;128,6;157,9;76,7;70,7;172,8;NA;NA;NA;NA;NA;7392;NA;NA;NA;NA;-13,725;105,9625;-0,471178461694556;0,651161272794168;0,716574144858095;-4,61474762301063
"202153_s_at";229;205,5;225,5;157,6;221,4;208,5;267,8;112,6;NA;NA;NA;NA;NA;23636;NA;NA;NA;NA;64,875;203,4875;2,716956408766;0,0285025331478681;0,053343460883094;-4,51435652562881
"202154_x_at";711,7;516,4;948,8;554,2;789,7;466,5;921,4;584,9;NA;NA;NA;NA;NA;10381;NA;NA;NA;NA;312,4;686,7;5,58479420503492;0,000696468648823848;0,00371074646220936;-4,44737170643626
"202157_s_at";375,3;388,1;355,5;422,3;371,7;396;344,5;303,1;NA;NA;NA;NA;NA;10659;NA;NA;NA;NA;-15,6249999999999;369,5625;-0,617051101674803;0,555802387535156;0,631790106502303;-4,61055709726754
"202160_at";121;192,8;144,3;205,5;134,1;179,9;120,4;161,5;NA;NA;NA;NA;NA;1387;NA;NA;NA;NA;-54,9750000000001;157,4375;-4,420999067428;0,00272434559338076;0,0095584430989493;-4,46542852462922
"202162_s_at";92,3;154,8;115,5;93,4;103,1;180,3;96,4;159,9;NA;NA;NA;NA;NA;9337;NA;NA;NA;NA;-45,275;124,4625;-2,37702138576372;0,0473884892293655;0,0810581056913754;-4,52865290751266
"202168_at";353,6;372,2;379,8;330,8;385,7;337,5;346,6;285,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34,9250000000001;348,9625;1,76873121101708;0,118168706518633;0,173397356936456;-4,55776506243195
"202169_s_at";445,6;347,2;414,7;258,4;409,4;268,6;424,5;268,1;NA;NA;NA;NA;NA;60496;NA;NA;NA;NA;137,975;354,5625;6,45869919122483;0,000281148437124895;0,00208199789305555;-4,43839509247473
"202171_at";112;172,9;112,3;162,4;99,2;169,9;128;134,1;NA;NA;NA;NA;NA;7716;NA;NA;NA;NA;-46,95;136,35;-3,85791252299598;0,00565654964314484;0,0158110099235161;-4,47791086723637
"202172_at";133,8;97,5;109,1;78,8;122;69,6;123,8;68,2;NA;NA;NA;NA;NA;7716;NA;NA;NA;NA;43,65;100,35;4,08889475148887;0,00416782385830414;0,0126700020301156;-4,47242363983011
