"";"GSM109131";"GSM109132";"GSM109133";"GSM109134";"GSM109135";"GSM109136";"GSM109137";"GSM109138";"Sequence.Source";"Target.Description";"Representative.Public.ID";"Gene.Title";"Gene.Symbol";"ENTREZ_GENE_ID";"RefSeq.Transcript.ID";"Gene.Ontology.Biological.Process";"Gene.Ontology.Cellular.Component";"Gene.Ontology.Molecular.Function";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"210627_s_at";77;34,1;119;31,9;110,7;41,6;100;43,7;NA;NA;NA;NA;NA;7841;NA;NA;NA;NA;63,85;69,75;5,60035464072007;0,000684742760666296;0,00368881647479612;-4,44718378273866
"210633_x_at";348,4;281,5;451,9;374;422,3;308,2;400,1;252;NA;NA;NA;NA;NA;3858;NA;NA;NA;NA;101,75;354,8;3,22255665293909;0,0136376272389;0,0302127569544678;-4,49610774819163
"210638_s_at";280,2;191;270,8;142,4;280,3;139,9;299,2;184,3;NA;NA;NA;NA;NA;26268;NA;NA;NA;NA;118,225;223,5125;7,73811191238194;8,66747800035536e-05;0,000986460969881193;-4,42949422656978
"210645_s_at";441,8;421,5;400,6;443,5;418,2;468,1;465,2;457,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-16,2750000000001;439,5875;-0,939416410853563;0,377317524213484;0,461184315466921;-4,59834924345904
"210646_x_at";4428,8;5178,1;5044,7;6157,6;4935,1;5977,8;5096,8;6741,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1137,35;5445,025;-3,52646707696328;0,00888887041159441;0,0218349342176008;-4,48679518300331
"210648_x_at";1227;1205,2;1209,6;1103,2;1253,2;1025,4;1282,6;1092;NA;NA;NA;NA;NA;8724;NA;NA;NA;NA;136,65;1174,775;3,67014157083755;0,00729301147636185;0,018866039003127;-4,48278958796897
"210654_at";57,7;154,3;59,3;128,9;50,3;177,2;54;110,6;NA;NA;NA;NA;NA;8793;NA;NA;NA;NA;-87,425;99,0375;-5,73854291489913;0,000589703531189784;0,00333864771888691;-4,4455646935746
"210664_s_at";415,5;582,8;293,6;332,5;308,7;479,3;295,7;373,2;NA;NA;NA;NA;NA;7035;NA;NA;NA;NA;-113,575;385,1625;-1,96817398870367;0,0877172074519166;0,135028095950096;-4,54782343660369
"210665_at";135,6;155,5;121,1;85,8;129,9;91,7;107,4;87,7;NA;NA;NA;NA;NA;7035;NA;NA;NA;NA;18,325;114,3375;1,02885864019049;0,336166644297226;0,419095295718697;-4,59440317672193
"210676_x_at";117,5;141,7;120,2;149,4;108,9;149,8;102,3;149,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-35,425;129,9375;-4,15378974760731;0,00383059016158215;0,0119994911209404;-4,47097739098583
"210686_x_at";147;163;264,8;273,4;216,4;165,8;139,3;182,1;NA;NA;NA;NA;NA;8034;NA;NA;NA;NA;-4,19999999999999;193,975;-0,11479338117242;0,911678245921568;0,930071404690311;-4,62052832973329
"210691_s_at";111,8;85,9;85,5;43,3;104;59,4;83,7;30,9;NA;NA;NA;NA;NA;27101;NA;NA;NA;NA;41,375;75,5625;2,85611896792902;0,023205418739857;0,0453334138871493;-4,50897533484354
"210692_s_at";136,1;150,1;109;166,8;92,7;189,7;124,6;163;NA;NA;NA;NA;NA;29015;NA;NA;NA;NA;-51,8;141,5;-3,81917254945147;0,00595847766706762;0,0163991005762604;-4,47888559730188
"210695_s_at";95,7;140;138,2;132;144,2;169,8;105,3;168,7;NA;NA;NA;NA;NA;51741;NA;NA;NA;NA;-31,775;136,7375;-2,0093280249812;0,0824575576826469;0,128534739087685;-4,54581121979011
"210705_s_at";109,5;49,6;70,7;34,9;103,9;33,1;90,7;44,3;NA;NA;NA;NA;NA;85363;NA;NA;NA;NA;53,225;67,0875;4,6880264351092;0,00195863317237112;0,00762850535718737;-4,46048018647125
"210707_x_at";116,5;90,2;133,8;139;126,1;95,4;92,3;115,9;NA;NA;NA;NA;NA;441263;NA;NA;NA;NA;7,04999999999998;113,65;0,472389891313025;0,650336290046076;0,715950000974412;-4,61471683631766
"210732_s_at";49,7;109,6;57;141,9;46,3;120,5;48,4;144,4;NA;NA;NA;NA;NA;3964;NA;NA;NA;NA;-78,75;89,725;-7,24455810138116;0,000133862610913946;0,00127093544935507;-4,43246796715768
"210734_x_at";89,3;130,5;73,9;115,2;49,9;146,8;82,2;125,6;NA;NA;NA;NA;NA;4149;NA;NA;NA;NA;-55,7;101,675;-4,53112094544007;0,00237470249744038;0,00869993250051708;-4,46331968670857
"210756_s_at";107,1;126,4;76,1;125,4;74,5;129,4;68,1;106,6;NA;NA;NA;NA;NA;4853;NA;NA;NA;NA;-40,5;101,7;-3,42499131215357;0,0102402152751351;0,0242740741093045;-4,48977441378322
"210757_x_at";732;604,2;794;566;855;533,9;761,5;632,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;201,55;684,85;6,37176306646572;0,000306453175259268;0,00219901929636947;-4,43916053952815
"210759_s_at";844,3;857,1;1025,4;1033,9;853,1;1040,9;976,4;1053,7;NA;NA;NA;NA;NA;5682;NA;NA;NA;NA;-71,6000000000003;960,6;-1,21284299211556;0,26267762861599;0,342066013911655;-4,58576149404829
"210762_s_at";542,3;659,4;723,6;805,7;537,8;708,6;659,1;794,6;NA;NA;NA;NA;NA;10395;NA;NA;NA;NA;-126,375;678,8875;-2,40728599810574;0,045279853890612;0,0780729106337838;-4,52731534276194
"210764_s_at";1527,3;1374;1748,3;1440;1526;1698,8;1429,4;1038,6;NA;NA;NA;NA;NA;3491;NA;NA;NA;NA;169,9;1472,8;1,23826761766193;0,253654338185398;0,332215999810204;-4,58452399649995
"210766_s_at";230,8;232,2;192,1;184,7;206,9;204,7;277,2;249,4;NA;NA;NA;NA;NA;1434;NA;NA;NA;NA;9;222,25;0,400006643203695;0,700508060200703;0,757641023492178;-4,61643127590744
"210768_x_at";143;181,9;156,8;169,9;224,3;167,9;175,8;134,1;NA;NA;NA;NA;NA;54499;NA;NA;NA;NA;11,525;169,2125;0,577036292739417;0,581129065877122;0,655232003008222;-4,61180067894147
"210774_s_at";977,4;917,1;930,2;831;900,6;926,4;964,3;1033,2;NA;NA;NA;NA;NA;8031;NA;NA;NA;NA;16,2;935,025;0,392987745931011;0,705464079767003;0,762137229921404;-4,61658373924022
"210776_x_at";178,4;308,8;243,3;303,8;228,3;285,3;203,6;372,8;NA;NA;NA;NA;NA;6929;NA;NA;NA;NA;-104,275;265,5375;-4,5837870724678;0,00222512689635131;0,0083018425226892;-4,46234548691616
"210786_s_at";271,3;383,3;169;278,8;231,2;396,9;158,1;343,1;NA;NA;NA;NA;NA;2313;NA;NA;NA;NA;-143,125;278,9625;-4,11566883663695;0,00402492624091991;0,0123710239856498;-4,47182206803058
"210793_s_at";74,9;37,4;59;26;67;22,1;70,5;28,5;NA;NA;NA;NA;NA;4928;NA;NA;NA;NA;39,35;48,175;4,58432911812769;0,00222364219560828;0,0083018425226892;-4,46233557302534
"210802_s_at";91,9;62,3;86,1;49,2;88,6;59,1;62,4;34,2;NA;NA;NA;NA;NA;27292;NA;NA;NA;NA;31,05;66,725;2,77473722513823;0,0261646054315363;0,0498689837222898;-4,5120887097035
"210815_s_at";287,1;330,5;250,1;206,7;250;327;231,7;305,5;NA;NA;NA;NA;NA;10203;NA;NA;NA;NA;-37,6999999999999;273,575;-1,28810231827786;0,236727103786156;0,312671185357505;-4,58207500054417
"210817_s_at";153,3;324,7;167,5;227,2;161,1;253,3;150,3;244,9;NA;NA;NA;NA;NA;10241;NA;NA;NA;NA;-104,475;210,2875;-4,96681734564173;0,0014032549552173;0,00602293510145046;-4,45587506146701
"210822_at";6,1;51,7;6,9;144,5;6,8;27,5;20,8;63,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-61,675;40,9875;-2,53791963751353;0,0372208338444966;0,0662154103691012;-4,52168499513173
"210825_s_at";600,3;483,6;541,8;409,2;621,5;427,2;680,6;335,9;NA;NA;NA;NA;NA;5037;NA;NA;NA;NA;197,075;512,5125;5,11856374053981;0,00117578598217839;0,00533086966940307;-4,45358423112787
"210830_s_at";383,1;371,6;314,9;292,1;372,6;337,8;357,7;385,6;NA;NA;NA;NA;NA;5445;NA;NA;NA;NA;10,3;351,925;0,423347994390332;0,684139056820946;0,743304626609705;-4,61590653553711
"210835_s_at";397,9;414,9;464,2;488,2;460,7;435,5;637,2;354,9;NA;NA;NA;NA;NA;1488;NA;NA;NA;NA;66,6250000000001;456,6875;1,25316677278595;0,248489119878987;0,326112611485797;-4,5837949131236
"210840_s_at";361,9;447,5;399,5;465,4;348,5;490,7;441,8;474,7;NA;NA;NA;NA;NA;8826;NA;NA;NA;NA;-81,6499999999999;428,75;-3,72622442636267;0,00675633902663568;0,017834936765178;-4,48129121790921
"210844_x_at";886,1;1148,3;843;1033,7;922,9;1027,3;992,6;1296,6;NA;NA;NA;NA;NA;1495;NA;NA;NA;NA;-215,325;1018,8125;-3,35237450813924;0,0113415048575802;0,0262090487003214;-4,49198544671934
"210845_s_at";347,8;247,1;383,3;305,7;325,4;294,4;386,9;356,2;NA;NA;NA;NA;NA;5329;NA;NA;NA;NA;60,0000000000001;330,85;2,3680663138889;0,048031344345815;0,0820061747607305;-4,52905102501254
"210869_s_at";1567,6;1069,5;1687,2;1268;1538,6;1053,9;1749,2;1230,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;480,15;1395,575;7,14698490293113;0,000146275642569414;0,00134728842260452;-4,43311740947977
"210875_s_at";275,6;193,7;207,7;174,5;215,9;99;89,4;74,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61,7250000000001;166,2875;1,39037458415205;0,205011620579317;0,277040034232974;-4,57697114864049
"210878_s_at";178,9;142,1;197,5;187,6;169,9;137,3;196,9;142,6;NA;NA;NA;NA;NA;51780;NA;NA;NA;NA;33,4;169,1;2,31955160672184;0,0516709101123886;0,0874939740134776;-4,5312262018672
"210879_s_at";130,5;93,4;134,9;123,4;126,7;90,1;126,4;108;NA;NA;NA;NA;NA;26056;NA;NA;NA;NA;25,9;116,675;2,50984067282075;0,0388194254756495;0,0686634041693495;-4,5228753310967
"210891_s_at";476,2;224;566,9;203,8;446,1;194,7;408,4;171,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;275,925;336,4375;8,37813409609457;5,0942254536268e-05;0,00071993201448965;-4,42629107382454
"210896_s_at";181;157,7;174,7;124,7;163;107,4;117,3;136,6;NA;NA;NA;NA;NA;444;NA;NA;NA;NA;27,4;145,3;1,54208622890699;0,16487609954459;0,230199377546095;-4,56928223219804
"210904_s_at";135,2;160,3;116,5;135,4;113;173,5;84,5;97,7;NA;NA;NA;NA;NA;3597;NA;NA;NA;NA;-29,425;127,0125;-1,5263410434013;0,168683658700583;0,234158720425652;-4,57008370149426
"210907_s_at";612,8;807,2;653,1;848,7;584,4;820,9;675,4;806,1;NA;NA;NA;NA;NA;11235;NA;NA;NA;NA;-189,3;726,075;-8,70333217630743;3,93862338498103e-05;0,000608873156120494;-4,42489468872701
"210908_s_at";683,2;604,9;646,4;571,9;610;577,5;617,3;463,4;NA;NA;NA;NA;NA;5204;NA;NA;NA;NA;84,8000000000001;596,825;2,58722637362413;0,0345754102308289;0,0623075368014354;-4,5196214794519
"210915_x_at";112,5;79,8;74,2;58,5;114,2;81;139,2;84,5;NA;NA;NA;NA;NA;28639;NA;NA;NA;NA;34,075;92,9875;2,24258519933637;0,0580252202957945;0,0958765211548388;-4,53473909054587
"210916_s_at";28,1;63,9;18,4;82,8;15,1;78,1;19;72,8;NA;NA;NA;NA;NA;960;NA;NA;NA;NA;-54,25;47,275;-6,2402724985533;0,000349693333529065;0,00238599112336662;-4,44036645837224
"210926_at";137,9;106,8;201,4;108,4;148,3;57,3;98,1;100,6;NA;NA;NA;NA;NA;440915;NA;NA;NA;NA;53,15;119,85;2,27765150129552;0,0550379788533973;0,0922242363824144;-4,53312932178626
"210927_x_at";876,4;809,3;945,7;857,3;866,1;830,8;1026,8;868,4;NA;NA;NA;NA;NA;10899;NA;NA;NA;NA;87,3000000000001;885,1;2,39772331458026;0,0459356046725349;0,0788887904611189;-4,5277366463088
"210933_s_at";356,4;235,1;436,5;359,1;302;258,9;314,3;243,7;NA;NA;NA;NA;NA;6624;NA;NA;NA;NA;78,1;313,25;2,02925036645005;0,0800236283298598;0,125338756837011;-4,54484285720869
"210935_s_at";300,2;250,3;232,8;180,2;206,1;299,5;201,1;184,9;NA;NA;NA;NA;NA;9948;NA;NA;NA;NA;6,32499999999982;231,8875;0,187153183964297;0,856595838546532;0,885324104293294;-4,61990861947742
"210946_at";69,2;101,4;48,9;93,6;76,3;84,5;50;98,9;NA;NA;NA;NA;NA;8611;NA;NA;NA;NA;-33,5;77,85;-3,25540203794449;0,0130133812033436;0,0291436770981332;-4,49504386387443
"210949_s_at";1276;1430,5;1348;1396,7;1052,8;1362,9;1793;1493,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-53,3750000000002;1394,1375;-0,37454681572083;0,718557181063199;0,772375959671958;-4,61697244361325
"210950_s_at";349,2;247,9;377,1;211,6;348,6;312,6;504,3;321,6;NA;NA;NA;NA;NA;2222;NA;NA;NA;NA;121,375;334,1125;2,90654773684023;0,0215492654708661;0,0428018426893589;-4,50709335569721
"210951_x_at";124;185,8;120,4;158,9;100,3;178,7;156,2;130,8;NA;NA;NA;NA;NA;5873;NA;NA;NA;NA;-38,325;144,3875;-2,25639135956236;0,0568301170104761;0,094427552233025;-4,53410347043892
"210958_s_at";135,6;165,7;187,3;193,2;158,9;214,8;171,8;228,8;NA;NA;NA;NA;NA;375449;NA;NA;NA;NA;-37,225;182,0125;-2,12270483628916;0,0695186505402164;0,11136619126056;-4,54035425391071
"210966_x_at";296,2;293,3;327,7;341,8;377,4;280,1;283,5;305,8;NA;NA;NA;NA;NA;23367;NA;NA;NA;NA;15,9499999999998;313,225;0,676572666074181;0,519367927643071;0,597962162133005;-4,60858431517723
"210968_s_at";1778,8;1759;1733,4;1767,7;2015;1719,1;1378,2;1328,8;NA;NA;NA;NA;NA;57142;NA;NA;NA;NA;82,7000000000003;1685;0,542821192151574;0,60329615896307;0,67486543139595;-4,61280886018622
"210970_s_at";105,6;107,3;97,1;77,5;112,5;72,8;87;61,3;NA;NA;NA;NA;NA;25998;NA;NA;NA;NA;20,825;90,1375;1,65207629380082;0,14040054852696;0,201068207684418;-4,56368060834369
"210973_s_at";133;94,5;184,4;125;106,6;76,9;122,8;90,1;NA;NA;NA;NA;NA;2260;NA;NA;NA;NA;40,075;116,6625;2,0823540403138;0,0738758774285027;0,117063230595693;-4,54228103264719
"210978_s_at";829,5;1005,2;952;953,7;906,7;1405,2;1008,5;1223,9;NA;NA;NA;NA;NA;8407;NA;NA;NA;NA;-222,825;1035,5875;-2,22199803616622;0,0598543228734093;0,098294177776143;-4,53569125467367
"210983_s_at";195,8;357,7;183,9;272,7;207,3;288,5;242,3;336,5;NA;NA;NA;NA;NA;4176;NA;NA;NA;NA;-106,525;260,5875;-4,71959394837392;0,00188499958041622;0,00740926232811866;-4,45993130879924
"210986_s_at";1658,9;2016;1746,5;2540,8;2006,9;1672,5;1745,9;1755,9;NA;NA;NA;NA;NA;7168;NA;NA;NA;NA;-206,75;1892,925;-1,0912341247055;0,309600083073774;0,392494604289373;-4,59154353835363
"210987_x_at";1619,5;1984,4;1872,8;1949,6;1719,8;2124,8;1611,8;1621,1;NA;NA;NA;NA;NA;7168;NA;NA;NA;NA;-214,000000000001;1812,975;-1,92721508137665;0,09327633739583;0,142426239141893;-4,54984104491025
"210990_s_at";142,4;160;163,2;176,2;74,8;208,2;101;102,3;NA;NA;NA;NA;NA;3910;NA;NA;NA;NA;-41,325;141,0125;-1,47863704287918;0,180711646151519;0,248803292693489;-4,57250855079142
"210993_s_at";504,2;498,3;593,3;480,7;602,9;565,5;551,5;563,7;NA;NA;NA;NA;NA;4086;NA;NA;NA;NA;35,925;545,0125;1,22216409190514;0,259338721854135;0,338750531791596;-4,58530881260207
"210996_s_at";743;712,4;554,4;490,6;1146,1;709,1;630,3;539,5;NA;NA;NA;NA;NA;7531;NA;NA;NA;NA;155,55;690,675;1,19720084479296;0,268361624647041;0,348487365744602;-4,58651842536227
"210999_s_at";204,2;450,5;201,2;336,9;190,6;369,4;215,6;353,6;NA;NA;NA;NA;NA;2887;NA;NA;NA;NA;-174,7;290,25;-7,16393358424373;0,000144030009525505;0,00133769677743254;-4,4330030185231
"211000_s_at";198,8;401,9;151,5;231,1;123,1;386,5;165,8;325;NA;NA;NA;NA;NA;3572;NA;NA;NA;NA;-176,325;247,9625;-4,58044853477909;0,00223429538964439;0,00832837355307713;-4,46240659823403
"211003_x_at";209,6;241,9;229,3;178,7;207,6;196,8;283,3;252,7;NA;NA;NA;NA;NA;7052;NA;NA;NA;NA;14,9249999999999;224,9875;0,627552730459344;0,54926508868606;0,626153181970931;-4,61021952588977
"211012_s_at";61,5;108,9;51,4;86,1;52,5;95,4;58,4;61,1;NA;NA;NA;NA;NA;5371;NA;NA;NA;NA;-31,925;71,9125;-2,66620180335057;0,0307350865606498;0,0566741934787015;-4,51638785611691
"211023_at";386,1;228,2;398,3;173,1;369,5;147,8;444,2;256,3;NA;NA;NA;NA;NA;5162;NA;NA;NA;NA;198,175;300,4375;7,15020109478862;0,000145846515183308;0,00134709984930471;-4,43309565076769
"211025_x_at";241,8;276,1;244,8;268,2;250,5;330;326,2;286,8;NA;NA;NA;NA;NA;1329;NA;NA;NA;NA;-24,45;278,05;-1,04878754245943;0,32749027210934;0,410582612030535;-4,59349841540633
"211026_s_at";387,7;363,3;463,3;488,7;383,2;445,7;467,6;572,3;NA;NA;NA;NA;NA;11343;NA;NA;NA;NA;-42,0500000000002;446,475;-0,931337964230995;0,381213814031806;0,464413582612996;-4,59869568734494
"211036_x_at";440,9;434,1;446,5;375,2;404;471;523,4;400,9;NA;NA;NA;NA;NA;51433;NA;NA;NA;NA;33,4;437;1,1013624775422;0,305448778535548;0,388028937782808;-4,59107178234697
"211037_s_at";61,9;37,9;49,2;14,3;61,7;28,9;66,8;33,6;NA;NA;NA;NA;NA;79143;NA;NA;NA;NA;31,225;44,2875;3,31280505311334;0,0119942696151545;0,0274027862783086;-4,49321865291946
"211040_x_at";138,9;127,9;184,6;189,5;139,1;164,9;175,1;207,4;NA;NA;NA;NA;NA;51512;NA;NA;NA;NA;-13;165,925;-0,639121638219686;0,542117000109292;0,618893693444401;-4,60984237113451
"211042_x_at";181,8;73,9;113,4;45,1;161,6;60,1;126,9;73,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;82,675;104,5875;4,81424574920128;0,00168185407761388;0,00686839525519669;-4,45832857083478
"211043_s_at";227,5;202,6;195,7;176,8;216,5;228,9;280,2;296,4;NA;NA;NA;NA;NA;1212;NA;NA;NA;NA;3,80000000000007;228,075;0,12967696537643;0,900295315310957;0,921193843264011;-4,62042487773518
"211047_x_at";1321,1;1240,8;1173,2;1152,1;1148,4;1138,9;1446,6;1391,4;NA;NA;NA;NA;NA;1175;NA;NA;NA;NA;41,5250000000003;1251,5625;0,505608666903902;0,627920194156551;0,696518625593266;-4,61384559579909
"211048_s_at";385,1;448,3;441,8;502,5;511,9;472,7;589,4;857,7;NA;NA;NA;NA;NA;9601;NA;NA;NA;NA;-88,2500000000001;526,175;-0,918583574822021;0,387426222684476;0,470742778558211;-4,59923906192455
"211058_x_at";3791,6;3436,3;4546,1;4325;3970,1;4145,6;4543;6477,5;NA;NA;NA;NA;NA;10376;NA;NA;NA;NA;-383,400000000001;4404,4;-0,620575938893429;0,55360302692977;0,629934687885258;-4,6104443040441
"211061_s_at";273,9;233;339,5;269,4;250,1;275;305;220,7;NA;NA;NA;NA;NA;4247;NA;NA;NA;NA;42,5999999999999;270,825;1,88994709548701;0,0986306087360593;0,149222119564171;-4,55168878519053
"211063_s_at";192,2;173,8;198;167;188,8;163,3;150,3;149,3;NA;NA;NA;NA;NA;4690;NA;NA;NA;NA;18,975;172,8375;1,44081254346018;0,190791637460362;0,260614056678517;-4,57442573200599
"211065_x_at";151,9;217,7;141;221,5;170;229,3;235;280,4;NA;NA;NA;NA;NA;5211;NA;NA;NA;NA;-62,7499999999999;205,85;-2,58241460644735;0,0348248271043526;0,062655357867695;-4,51982134881098
"211066_x_at";337,9;425,4;350,8;471,5;343,4;496,1;341;314,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-83,5999999999999;385,075;-2,24969820776435;0,0574063770141481;0,0951462303600652;-4,53441132091977
"211069_s_at";535;513,6;459,5;487,3;555,8;466,8;480,3;494;NA;NA;NA;NA;NA;7341;NA;NA;NA;NA;17,2250000000001;499,0375;0,735520522274049;0,484797343490435;0,565783661640234;-4,60649386009618
"211070_x_at";785,5;657,6;848,7;670,2;712,4;674,5;728,6;430,1;NA;NA;NA;NA;NA;1622;NA;NA;NA;NA;160,7;688,45;2,63661890012949;0,0321191928989699;0,0587195514683603;-4,51758875617505
"211071_s_at";1385,9;989;1625,7;1005,5;1400,3;827,3;1614;951,5;NA;NA;NA;NA;NA;10962;NA;NA;NA;NA;563,15;1224,9;8,05825820625203;6,61543984109453e-05;0,000844647192584804;-4,42780987188572
"211072_x_at";3768,8;3054,5;4186,4;3663,1;3755,8;3562,9;4393,9;5068,5;NA;NA;NA;NA;NA;10376;NA;NA;NA;NA;188,975;3931,7375;0,455344590825423;0,661991539330072;0,724758724509998;-4,61514355377734
"211073_x_at";2990,7;3643,9;3298,3;4116,6;3196,1;4423,2;3769,2;5173,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1025,625;3826,3875;-3,14834455826114;0,0151682243884759;0,0325770758907946;-4,49856460247798
"211074_at";514,1;482,2;671,4;566,6;549,4;444,7;328,4;542,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,72500000000036;512,4625;0,0971026013842467;0,925236591698658;0,940820950255281;-4,62063501368014
"211075_s_at";237,3;534,4;227,7;473,4;261,3;527,9;246,3;591,7;NA;NA;NA;NA;NA;961;NA;NA;NA;NA;-288,7;387,5;-12,0459030515641;4,15219890881979e-06;0,000162403610842149;-4,41601533981633
"211090_s_at";197,4;86,8;153,8;49,5;169,4;73,7;125,5;30,8;NA;NA;NA;NA;NA;8899;NA;NA;NA;NA;101,325;110,8625;5,29142775507348;0,000964985178633534;0,00463798146129448;-4,45114289500841
"211098_x_at";125,4;112,3;148,6;85,3;148;104,1;160,5;107,3;NA;NA;NA;NA;NA;54499;NA;NA;NA;NA;43,3750000000001;123,9375;3,83360998037311;0,00584396579804627;0,0161720907037115;-4,47852044727172
"211105_s_at";59,7;97,4;64,9;86,1;49,3;66,4;51,1;112,7;NA;NA;NA;NA;NA;4772;NA;NA;NA;NA;-34,4;73,45;-2,86345743296019;0,0229563534157465;0,0449637481641889;-4,50869922393161
"211113_s_at";37,1;161,9;40,4;133,8;49,1;154,9;33,2;130,3;NA;NA;NA;NA;NA;9619;NA;NA;NA;NA;-105,275;92,5875;-9,83990287945132;1,70156436981059e-05;0,000367723288324047;-4,42094837916988
"211123_at";48,2;105;56,1;113,2;94,6;70,8;42,7;123;NA;NA;NA;NA;NA;6528;NA;NA;NA;NA;-42,6;81,7;-2,57860922861197;0,0350233900563916;0,0629921983073832;-4,51997964631706
"211148_s_at";206,2;111,4;137,6;69,1;133,6;82,1;154,9;85,5;NA;NA;NA;NA;NA;285;NA;NA;NA;NA;71,05;122,55;3,81382811070719;0,00600148114582639;0,0164604362684832;-4,47902134185687
"211160_x_at";444,3;409,8;459,1;413,1;434,6;352,4;617,6;378,5;NA;NA;NA;NA;NA;87;NA;NA;NA;NA;100,45;438,675;2,40523886094034;0,0454194284036396;0,0781957549143877;-4,52740543015316
"211177_s_at";389,7;260,4;432,7;357,4;316,5;247,7;497,7;306,7;NA;NA;NA;NA;NA;10587;NA;NA;NA;NA;116,1;351,1;2,78233108481468;0,0258725268433471;0,0493778088070066;-4,5117942031003
"211185_s_at";739,3;878,9;832,6;979,8;755,8;953,6;829,6;946,5;NA;NA;NA;NA;NA;23451;NA;NA;NA;NA;-150,375;864,5125;-4,96775602524184;0,00140170666826853;0,00602293510145046;-4,4558604439005
"211197_s_at";4,4;52,3;21,7;41,1;5,2;48;5,8;46,1;NA;NA;NA;NA;NA;23308;NA;NA;NA;NA;-37,6;28,075;-4,36182016433076;0,0029352289790465;0,0100259912359313;-4,46660335198073
"211202_s_at";202,5;257,6;208,4;273,9;194,9;274,5;202,3;385,1;NA;NA;NA;NA;NA;10765;NA;NA;NA;NA;-95,7500000000001;249,9;-3,46112314653437;0,00973538473580195;0,0234827372929264;-4,48869902465878
"211205_x_at";74,4;79,3;24;76,5;6,9;122,7;55,2;48,4;NA;NA;NA;NA;NA;8394;NA;NA;NA;NA;-41,6;60,925;-1,99335301087682;0,0844615401764446;0,130887107739948;-4,54659045577999
"211240_x_at";377,4;239,8;335,7;208,4;374,8;240,3;286,7;229,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;114,1;286,6;5,26767548321462;0,000991301455574716;0,00473403979730178;-4,45146822313903
"211257_x_at";185,5;195;207,5;348,4;277,7;286,8;200,4;312;NA;NA;NA;NA;NA;27332;NA;NA;NA;NA;-67,775;251,6625;-1,90085938598052;0,0970327897902127;0,147132206749851;-4,55114663588638
"211270_x_at";653,2;654,3;597,9;462,3;756,1;676,3;898,2;756,1;NA;NA;NA;NA;NA;5725;NA;NA;NA;NA;89,1000000000001;681,8;1,08297161671263;0,313020029511002;0,395725770290388;-4,59192691690712
"211271_x_at";826,5;622;787,4;573,3;767,7;610,5;881,5;813,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160,9;735,325;2,9665309896067;0,0197393952314515;0,0398697437042741;-4,50490160991741
"211275_s_at";381;352,3;341,3;325,7;376,9;307,7;392,1;343,8;NA;NA;NA;NA;NA;2992;NA;NA;NA;NA;40,4499999999998;352,6;2,64138162211692;0,031892076231917;0,0584582809874808;-4,5173945764815
"211277_x_at";53,5;107,2;268,2;221,1;99,9;79,4;63,2;126;NA;NA;NA;NA;NA;351;NA;NA;NA;NA;-12,225;127,3125;-0,228372885258955;0,825572459256856;0,860914276889332;-4,6194253026999
"211282_x_at";66,7;67,6;119,4;104;76,5;80,4;113,9;80,9;NA;NA;NA;NA;NA;8718;NA;NA;NA;NA;10,9;88,675;0,696594325832209;0,507454657665851;0,587657041008369;-4,60788907392625
"211284_s_at";161,3;212,1;191,4;232,9;156,8;264,9;264,1;270,7;NA;NA;NA;NA;NA;2896;NA;NA;NA;NA;-51,7499999999999;219,275;-1,93946570676443;0,091578663311642;0,140117877695003;-4,54923609475069
"211285_s_at";148,1;151,2;119,5;97,9;132,1;138,7;149,9;80,7;NA;NA;NA;NA;NA;7337;NA;NA;NA;NA;20,2749999999999;127,2625;1,12694542073489;0,295162651976252;0,376944899764567;-4,58987165407479
"211296_x_at";3561,4;4522;4495,8;5839,3;3899,2;5248;4210,5;7491,2;NA;NA;NA;NA;NA;7316;NA;NA;NA;NA;-1733,4;4908,425;-2,89322067038439;0,0219745365353126;0,043367707283134;-4,50758721232668
"211300_s_at";124,6;125,7;111,4;122,6;81,9;134,6;100,7;74,8;NA;NA;NA;NA;NA;7157;NA;NA;NA;NA;-9,77500000000002;109,5375;-0,595200793204749;0,569550964065785;0,644253778904556;-4,61124463473765
"211302_s_at";335,8;462,9;277,5;346,7;259,2;460,6;248,5;451,9;NA;NA;NA;NA;NA;5142;NA;NA;NA;NA;-150,275;355,3875;-4,73875625114644;0,00184178901560005;0,00732004243653449;-4,45960166723445
